id,insee_code,name,start_datetime,end_datetime,successors,ancestors,population,insee_modification
COM49354@1942-01-01,49354,Le Tremblay,1942-01-01 00:00:00,9999-12-31 23:59:59,,,350,0
COM49355@1942-01-01,49355,Trémentines,1942-01-01 00:00:00,9999-12-31 23:59:59,,,2823,0
COM49356@1942-01-01,49356,Trémont,1942-01-01 00:00:00,2015-12-31 23:59:59,COM49373@2016-01-01,,387,331
COM49357@1942-01-01,49357,Trèves-Cunault,1942-01-01 00:00:00,1973-12-31 23:59:59,COM49094@1974-01-01,,NULL,330
COM49358@1942-01-01,49358,Turquant,1942-01-01 00:00:00,9999-12-31 23:59:59,,,584,0
COM49359@1942-01-01,49359,Les Ulmes,1942-01-01 00:00:00,9999-12-31 23:59:59,,,586,0
COM49360@1942-01-01,49360,Varenne,1942-01-01 00:00:00,2015-12-14 23:59:59,COM49069@2015-12-15,,NULL,331
COM49361@1942-01-01,49361,Varennes-sur-Loire,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1891,0
COM49362@1942-01-01,49362,Varrains,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1244,0
COM49363@1942-01-01,49363,Vauchrétien,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1497,0
COM49365@1942-01-01,49365,Les Verchers-sur-Layon,1942-01-01 00:00:00,9999-12-31 23:59:59,,,911,0
COM49366@1942-01-01,49366,Vergonnes,1942-01-01 00:00:00,9999-12-31 23:59:59,,,316,0
COM49367@1942-01-01,49367,Vern-d'Anjou,1942-01-01 00:00:00,2015-12-27 23:59:59,COM49367@2015-12-28,,2317,331
COM49368@1942-01-01,49368,Vernantes,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1975,0
COM49369@1942-01-01,49369,Vernoil,1942-01-01 00:00:00,2006-07-08 23:59:59,COM49369@2006-07-09,,NULL,100
COM49370@1942-01-01,49370,Verrie,1942-01-01 00:00:00,9999-12-31 23:59:59,,,454,0
COM49371@1942-01-01,49371,Vezins,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1643,0
COM49372@1942-01-01,49372,Vieil-Baugé,1942-01-01 00:00:00,2012-12-31 23:59:59,COM49018@2016-01-01,,NULL,331
COM49373@1942-01-01,49373,Vihiers,1942-01-01 00:00:00,2015-12-31 23:59:59,COM49373@2016-01-01,,4290,331
COM49374@1942-01-01,49374,Villebernier,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1485,0
COM49375@1942-01-01,49375,Villedieu-la-Blouère,1942-01-01 00:00:00,2015-12-14 23:59:59,COM49023@2015-12-15,,2502,331
COM49376@1942-01-01,49376,Villemoisan,1942-01-01 00:00:00,9999-12-31 23:59:59,,,636,0
COM49377@1942-01-01,49377,Villevêque,1942-01-01 00:00:00,9999-12-31 23:59:59,,,2870,0
COM49378@1942-01-01,49378,Vivy,1942-01-01 00:00:00,9999-12-31 23:59:59,,,2506,0
COM49379@1942-01-01,49379,Voide,1942-01-01 00:00:00,1973-12-31 23:59:59,COM49373@2016-01-01,,NULL,330
COM49381@1942-01-01,49381,Yzernay,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1829,0
COM49382@1942-01-01,49382,Fresne-sur-Loire,1942-01-01 00:00:00,2015-12-31 23:59:59,COM49160@2016-01-01,,NULL,331
COM50001@1942-01-01,50001,Acqueville,1942-01-01 00:00:00,9999-12-31 23:59:59,,,666,0
COM50002@1942-01-01,50002,Agneaux,1942-01-01 00:00:00,9999-12-31 23:59:59,,,4072,0
COM50003@1942-01-01,50003,Agon,1942-01-01 00:00:00,1965-06-11 23:59:59,COM50003@1965-06-12,,NULL,100
COM50004@1942-01-01,50004,Airel,1942-01-01 00:00:00,9999-12-31 23:59:59,,,534,0
COM50005@1942-01-01,50005,Amfreville,1942-01-01 00:00:00,2015-12-31 23:59:59,COM50400@2016-01-01,,288,331
COM50006@1942-01-01,50006,Amigny,1942-01-01 00:00:00,9999-12-31 23:59:59,,,149,0
COM50007@1942-01-01,50007,Ancteville,1942-01-01 00:00:00,9999-12-31 23:59:59,,,252,0
COM50009@1942-01-01,50009,Angey,1942-01-01 00:00:00,2015-12-31 23:59:59,COM50565@2016-01-01,,255,331
COM50010@1942-01-01,50010,Angoville-au-Plain,1942-01-01 00:00:00,2015-12-31 23:59:59,COM50099@2016-01-01,,66,331
COM50012@1942-01-01,50012,Angoville-sur-Ay,1942-01-01 00:00:00,2015-12-31 23:59:59,COM50267@2016-01-01,,243,331
COM50013@1942-01-01,50013,Anneville-en-Saire,1942-01-01 00:00:00,9999-12-31 23:59:59,,,389,0
COM50014@1942-01-01,50014,Anneville-sur-Mer,1942-01-01 00:00:00,9999-12-31 23:59:59,,,247,0
COM50015@1942-01-01,50015,Annoville,1942-01-01 00:00:00,9999-12-31 23:59:59,,,651,0
COM50016@1942-01-01,50016,Appeville,1942-01-01 00:00:00,9999-12-31 23:59:59,,,185,0
COM50017@1942-01-01,50017,Ardevon,1942-01-01 00:00:00,1972-12-31 23:59:59,COM50410@2016-01-01,,NULL,330
COM50018@1942-01-01,50018,Argouges,1942-01-01 00:00:00,9999-12-31 23:59:59,,,525,0
COM50019@1942-01-01,50019,Aucey-la-Plaine,1942-01-01 00:00:00,9999-12-31 23:59:59,,,450,0
COM50020@1942-01-01,50020,Auderville,1942-01-01 00:00:00,9999-12-31 23:59:59,,,254,0
COM50021@1942-01-01,50021,Audouville-la-Hubert,1942-01-01 00:00:00,9999-12-31 23:59:59,,,72,0
COM50022@1942-01-01,50022,Aumeville-Lestre,1942-01-01 00:00:00,9999-12-31 23:59:59,,,136,0
COM50023@1942-01-01,50023,Auvers,1942-01-01 00:00:00,9999-12-31 23:59:59,,,666,0
COM50024@1942-01-01,50024,Auxais,1942-01-01 00:00:00,9999-12-31 23:59:59,,,171,0
COM50025@1942-01-01,50025,Avranches,1942-01-01 00:00:00,9999-12-31 23:59:59,,,7890,0
COM50026@1942-01-01,50026,Azeville,1942-01-01 00:00:00,9999-12-31 23:59:59,,,92,0
COM50027@1942-01-01,50027,Bacilly,1942-01-01 00:00:00,9999-12-31 23:59:59,,,921,0
COM50028@1942-01-01,50028,La Baleine,1942-01-01 00:00:00,9999-12-31 23:59:59,,,96,0
COM50029@1942-01-01,50029,Barenton,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1214,0
COM50030@1942-01-01,50030,Barfleur,1942-01-01 00:00:00,9999-12-31 23:59:59,,,621,0
COM50031@1942-01-01,50031,Barneville,1942-01-01 00:00:00,1962-05-15 23:59:59,COM50031@1962-05-16,,NULL,100
COM50032@1942-01-01,50032,La Barre-de-Semilly,1942-01-01 00:00:00,9999-12-31 23:59:59,,,1001,0
COM50033@1942-01-01,50033,Beaubigny,1942-01-01 00:00:00,1998-11-18 23:59:59,COM50033@1998-11-19,,NULL,100
COM50034@1942-01-01,50034,Baudre,1942-01-01 00:00:00,9999-12-31 23:59:59,,,535,0
COM50035@1942-01-01,50035,Baudreville,1942-01-01 00:00:00,1972-12-31 23:59:59,COM50528@1973-01-01;COM50035@1980-01-01,,93,210
COM50036@1942-01-01,50036,Baupte,1942-01-01 00:00:00,9999-12-31 23:59:59,,,443,0
COM50037@1942-01-01,50037,La Bazoge,1942-01-01 00:00:00,9999-12-31 23:59:59,,,162,0
COM50038@1942-01-01,50038,Beauchamps,1942-01-01 00:00:00,9999-12-31 23:59:59,,,370,0
