DEPCOM;REG;DEP;DEPARR;DEPPCT;LIBMIN;PMUN13;PMUN08
17121;54;17;173;1703;La Couarde-sur-Mer;1228;1244
17122;54;17;174;1720;Coulonges;253;224
17124;54;17;175;1712;Courant;397;353
17125;54;17;175;1729;Courcelles;466;434
17126;54;17;175;1715;Courcerac;311;282
17127;54;17;173;1707;Courçon;1730;1630
17128;54;17;174;1751;Courcoury;703;704
17129;54;17;171;1716;Courpignac;409;407
17130;54;17;171;1717;Coux;466;456
17131;54;17;174;1708;Cozes;2067;1936
17132;54;17;173;1707;Cramchaban;639;582
17133;54;17;174;1709;Cravans;761;713
17134;54;17;174;1732;Crazannes;429;445
17135;54;17;175;1715;Cressé;226;245
17136;54;17;173;1710;Croix-Chapeau;1228;1130
17137;54;17;175;1712;La Croix-Comtesse;241;171
17138;54;17;175;1704;Dampierre-sur-Boutonne;271;296
17139;54;17;175;1712;Doeuil-sur-le-Mignon;349;330
17140;54;17;172;1706;Dolus-d'Oléron;3230;3166
17141;54;17;174;1705;Dompierre-sur-Charente;475;460
17142;54;17;173;1749;Dompierre-sur-Mer;5346;5280
17143;54;17;174;1734;Le Douhet;695;704
17145;54;17;174;1720;Échebrune;492;488
17146;54;17;172;1726;Échillais;3395;3284
17147;54;17;174;1705;Écoyeux;1306;1178
17148;54;17;174;1735;Écurat;488;437
17149;54;17;175;1704;Les Éduts;67;66
17150;54;17;175;1729;Les Églises-d'Argenteuil;524;525
17151;54;17;172;1743;L'Éguille;884;914
17152;54;17;174;1708;Épargnes;850;802
17153;54;17;173;1744;Esnandes;2083;2016
17154;54;17;174;1732;Les Essards;699;567
17155;54;17;172;1740;Étaules;2363;2217
17156;54;17;171;1717;Expiremont;129;120
17157;54;17;175;1733;Fenioux;152;132
17158;54;17;173;1707;Ferrières;806;732
17159;54;17;174;1720;Fléac-sur-Seugne;383;350
17160;54;17;174;1708;Floirac;313;330
17161;54;17;173;1730;La Flotte;2897;2946
17162;54;17;175;1704;Fontaine-Chalendray;218;236
17163;54;17;171;1711;Fontaines-d'Ozillac;529;480
17164;54;17;174;1734;Fontcouverte;2390;2135
17165;54;17;175;1729;Fontenet;400;369
17166;54;17;172;1701;Forges;1237;1147
17167;54;17;171;1718;Le Fouilloux;755;709
17168;54;17;172;1721;Fouras;4048;4095
17169;54;17;175;1728;La Frédière;81;78
17171;54;17;174;1732;Geay;719;655
17172;54;17;174;1709;Gémozac;2802;2588
17173;54;17;171;1718;La Genétouze;209;213
17174;54;17;172;1739;Genouillé;815;774
17175;54;17;171;1702;Germignac;650;593
17176;54;17;175;1715;Gibourne;116;120
17177;54;17;175;1704;Le Gicq;136;117
17178;54;17;171;1727;Givrezac;73;70
17179;54;17;174;1751;Les Gonds;1609;1508
17180;54;17;175;1715;Gourvillette;103;105
17181;54;17;175;1733;Grandjean;273;251
17182;54;17;173;1707;La Grève-sur-Mignon;526;443
17183;54;17;174;1708;Grézac;894;730
17184;54;17;172;1726;La Gripperie-Saint-Symphorien;588;475
17185;54;17;172;1714;Le Gua;2069;2023
17186;54;17;173;1707;Le Gué-d'Alleré;785;663
17187;54;17;171;1711;Guitinières;470;413
17188;54;17;175;1715;Haimps;468;522
17189;54;17;172;1714;Hiers-Brouage;643;639
17190;54;17;173;1750;L'Houmeau;2782;2076
17191;54;17;174;1751;La Jard;369;310
17192;54;17;171;1702;Jarnac-Champagne;764;752
17193;54;17;173;1710;La Jarne;2439;2279
17194;54;17;173;1710;La Jarrie;3013;2780
17195;54;17;175;1712;La Jarrie-Audouin;292;262
17196;54;17;174;1709;Jazennes;492;482
17197;54;17;171;1711;Jonzac;3465;3552
17198;54;17;175;1728;Juicq;273;181
17199;54;17;171;1717;Jussas;124;107
17200;54;17;173;1750;Lagord;7256;7240
17201;54;17;173;1707;La Laigne;462;283
17202;54;17;175;1729;Landes;611;561
17203;54;17;172;1701;Landrais;776;662
17204;54;17;171;1711;Léoville;323;313
17205;54;17;172;1721;Loire-les-Marais;358;332
17206;54;17;175;1704;Loiré-sur-Nie;297;294
17207;54;17;173;1703;Loix;677;729
17208;54;17;173;1713;Longèves;883;733
17209;54;17;171;1702;Lonzac;252;243
17210;54;17;171;1727;Lorignac;489;462
17211;54;17;175;1712;Loulay;817;754
17212;54;17;175;1715;Louzignac;156;166
17213;54;17;175;1712;Lozay;153;158
17214;54;17;174;1736;Luchat;491;381
17215;54;17;171;1711;Lussac;58;49
17216;54;17;172;1739;Lussant;982;907
17217;54;17;175;1715;Macqueville;298;293
17218;54;17;173;1713;Marans;4630;4634
17219;54;17;172;1714;Marennes;5653;5465
17220;54;17;174;1720;Marignac;414;385
17221;54;17;172;1737;Marsais;907;878
17222;54;17;173;1744;Marsilly;2844;2504
17223;54;17;175;1715;Massac;155;174
17224;54;17;175;1715;Matha;2214;2167
17225;54;17;172;1740;Les Mathes;1807;1698
17226;54;17;175;1729;Mazeray;844;911
17227;54;17;174;1720;Mazerolles;247;264
17228;54;17;174;1736;Médis;2831;2661
17229;54;17;171;1719;Mérignac;246;199
17230;54;17;174;1708;Meschers-sur-Gironde;3031;2727
17231;54;17;171;1717;Messac;108;109
17232;54;17;174;1709;Meursac;1435;1269
17233;54;17;171;1711;Meux;296;294
17234;54;17;175;1712;Migré;314;337
17235;54;17;174;1705;Migron;733;625
17236;54;17;171;1716;Mirambeau;1483;1486
17237;54;17;172;1726;Moëze;551;540
17238;54;17;171;1711;Moings;180;173
17239;54;17;175;1715;Mons;430;458
17240;54;17;171;1717;Montendre;3226;3144
17241;54;17;171;1718;Montguyon;1506;1453
17242;54;17;174;1720;Montils;827;722
17243;54;17;171;1719;Montlieu-la-Garde;1324;1330
17244;54;17;174;1709;Montpellier-de-Médillan;637;643
17245;54;17;173;1710;Montroy;683;654
17246;54;17;172;1739;Moragne;483;454
17247;54;17;172;1743;Mornac-sur-Seudre;831;782
17248;54;17;174;1708;Mortagne-sur-Gironde;995;1030
17249;54;17;171;1711;Mortiers;196;189
17250;54;17;171;1727;Mosnac;457;470
17252;54;17;175;1733;Le Mung;300;262
17253;54;17;172;1739;Muron;1295;1202
17254;54;17;175;1738;Nachamps;194;221
17255;54;17;174;1736;Nancras;779;639
17256;54;17;175;1728;Nantillé;324;329
17257;54;17;175;1704;Néré;758;740
17258;54;17;171;1702;Neuillac;307;286
17259;54;17;171;1702;Neulles;152;141
17260;54;17;171;1718;Neuvicq;405;432
17261;54;17;175;1715;Neuvicq-le-Château;358;388
17262;54;17;174;1735;Nieul-lès-Saintes;1138;988
17263;54;17;171;1716;Nieul-le-Virouil;587;575
17264;54;17;173;1750;Nieul-sur-Mer;5746;5620
17265;54;17;172;1714;Nieulle-sur-Seudre;1195;958
17266;54;17;175;1733;Les Nouillers;655;626
17267;54;17;173;1707;Nuaillé-d'Aunis;1208;1002
17268;54;17;175;1704;Nuaillé-sur-Boutonne;209;194
17269;54;17;171;1719;Orignolles;647;617
17270;54;17;171;1711;Ozillac;645;670
17271;54;17;175;1704;Paillé;338;334
17272;54;17;172;1737;Péré;407;338
17273;54;17;174;1720;Pérignac;992;959
17274;54;17;173;1749;Périgny;7811;6794
17275;54;17;174;1735;Pessines;772;767
17276;54;17;171;1719;Le Pin;80;71
17277;54;17;175;1729;Saint-Denis-du-Pin;738;726
17278;54;17;174;1736;Pisany;677;453
17279;54;17;171;1727;Plassac;632;585
17280;54;17;174;1732;Plassay;714;676
17281;54;17;171;1719;Polignac;164;135
17282;54;17;171;1717;Pommiers-Moulons;195;190
17283;54;17;174;1720;Pons;4116;4427
17284;54;17;174;1732;Pont-l'Abbé-d'Arnoult;1766;1757
17285;54;17;174;1732;Port-d'Envaux;1129;1047
17286;54;17;173;1703;Les Portes-en-Ré;607;643
17287;54;17;171;1719;Pouillac;266;229
17288;54;17;175;1729;Poursay-Garnaud;306;294
17289;54;17;174;1735;Préguillac;458;417
17290;54;17;175;1715;Prignac;290;285
17291;54;17;173;1744;Puilboreau;5781;5212
17292;54;17;175;1738;Puy-du-Lac;462;380
17293;54;17;172;1737;Puyravault;642;567
17294;54;17;175;1738;Puyrolland;185;204
17295;54;17;171;1711;Réaux;476;452
17296;54;17;174;1709;Rétaud;1077;957
17297;54;17;173;1730;Rivedoux-Plage;2291;2285
17298;54;17;174;1709;Rioux;937;906
17299;54;17;172;1797;Rochefort;24761;25676
17300;54;17;173;1798;La Rochelle;74344;75822
17301;54;17;175;1704;Romazières;74;70
17302;54;17;174;1732;Romegoux;628;613
17303;54;17;173;1707;La Ronde;1090;941
17304;54;17;174;1720;Rouffiac;468;442
17305;54;17;171;1717;Rouffignac;447;440
17306;54;17;172;1796;Royan;18138;18541
17307;54;17;174;1736;Sablonceaux;1346;1195
17308;54;17;172;1726;Saint-Agnant;2614;2373
17309;54;17;171;1718;Saint-Aigulin;1901;1930
17310;54;17;174;1709;Saint-André-de-Lidon;1049;906
17311;54;17;172;1740;Saint-Augustin;1302;1184
17312;54;17;171;1716;Saint-Bonnet-sur-Gironde;838;859
17313;54;17;174;1705;Saint-Bris-des-Bois;407;405
17314;54;17;174;1705;Saint-Césaire;918;918
17315;54;17;173;1710;Saint-Christophe;1275;1163
17316;54;17;171;1702;Saint-Ciers-Champagne;428;381
17317;54;17;171;1716;Saint-Ciers-du-Taillon;558;507
17318;54;17;173;1703;Saint-Clément-des-Baleines;662;723
17319;54;17;171;1719;Sainte-Colombe;114;120
17320;54;17;172;1739;Saint-Coutant-le-Grand;411;336
17321;54;17;175;1738;Saint-Crépin;309;252
17322;54;17;173;1707;Saint-Cyr-du-Doret;597;566
17323;54;17;172;1731;Saint-Denis-d'Oléron;1361;1283
17324;54;17;171;1716;Saint-Dizant-du-Bois;120;107
17325;54;17;171;1727;Saint-Dizant-du-Gua;530;532
17326;54;17;171;1702;Saint-Eugène;276;319
17327;54;17;175;1712;Saint-Félix;303;300
17328;54;17;171;1727;Saint-Fort-sur-Gironde;885;885
17329;54;17;172;1726;Saint-Froult;375;300
17330;54;17;174;1732;Sainte-Gemme;1270;1273
17331;54;17;171;1727;Saint-Genis-de-Saintonge;1241;1243
17332;54;17;171;1727;Saint-Georges-Antignac;382;407
17333;54;17;172;1725;Saint-Georges-de-Didonne;5080;5039
17334;54;17;175;1704;Saint-Georges-de-Longuepierre;259;223
17335;54;17;171;1716;Saint-Georges-des-Agoûts;260;258
17336;54;17;174;1735;Saint-Georges-des-Coteaux;2636;2501
17337;54;17;172;1731;Saint-Georges-d'Oléron;3529;3504
17338;54;17;172;1737;Saint-Georges-du-Bois;1773;1725
17339;54;17;171;1711;Saint-Germain-de-Lusignan;1256;1219
17340;54;17;172;1737;Saint-Germain-de-Marencennes;1204;1160
17341;54;17;171;1702;Saint-Germain-de-Vibrac;201;201
17342;54;17;171;1727;Saint-Germain-du-Seudre;406;363
17343;54;17;171;1727;Saint-Grégoire-d'Ardennes;145;131
17344;54;17;175;1728;Saint-Hilaire-de-Villefranche;1201;1165
17345;54;17;171;1716;Saint-Hilaire-du-Bois;311;286
17346;54;17;172;1739;Saint-Hippolyte;1396;1244
17347;54;17;175;1729;Saint-Jean-d'Angély;7295;7522
17348;54;17;172;1726;Saint-Jean-d'Angle;677;546
17349;54;17;173;1707;Saint-Jean-de-Liversay;2642;2295
17350;54;17;175;1729;Saint-Julien-de-l'Escap;860;893
17351;54;17;172;1714;Saint-Just-Luzac;1943;1805
17352;54;17;175;1738;Saint-Laurent-de-la-Barrière;102;93
17353;54;17;172;1721;Saint-Laurent-de-la-Prée;1980;1771
17354;54;17;174;1720;Saint-Léger;612;571
17355;54;17;171;1702;Sainte-Lheurine;519;461
17356;54;17;175;1738;Saint-Loup;326;274
17357;54;17;171;1702;Saint-Maigrin;570;550
17358;54;17;175;1704;Saint-Mandé-sur-Brédoire;305;315
17359;54;17;172;1737;Saint-Mard;1173;1001
17360;54;17;173;1730;Sainte-Marie-de-Ré;3323;3112
17361;54;17;175;1712;Saint-Martial;123;122
17362;54;17;171;1716;Saint-Martial-de-Mirambeau;245;229
17363;54;17;171;1711;Saint-Martial-de-Vitaterne;530;471
17364;54;17;171;1702;Saint-Martial-sur-Né;445;375
17365;54;17;171;1718;Saint-Martin-d'Ary;472;504
17366;54;17;171;1718;Saint-Martin-de-Coux;439;406
17367;54;17;175;1704;Saint-Martin-de-Juillers;168;162
17369;54;17;173;1730;Saint-Martin-de-Ré;2405;2585
17371;54;17;171;1711;Saint-Maurice-de-Tavernole;136;135
17372;54;17;171;1711;Saint-Médard;66;96
17373;54;17;173;1710;Saint-Médard-d'Aunis;2038;1667
17374;54;17;175;1728;Sainte-Même;254;246
17375;54;17;172;1726;Saint-Nazaire-sur-Charente;1186;1102
17376;54;17;173;1713;Saint-Ouen-d'Aunis;1412;1200
17377;54;17;175;1715;Saint-Ouen-la-Thène;115;134
17378;54;17;171;1719;Saint-Palais-de-Négrignac;430;384
17379;54;17;171;1727;Saint-Palais-de-Phiolin;210;247
17380;54;17;172;1743;Saint-Palais-sur-Mer;3926;3890
17381;54;17;175;1729;Saint-Pardoult;225;211
17382;54;17;172;1737;Saint-Pierre-d'Amilly;517;440
17383;54;17;175;1704;Saint-Pierre-de-Juillers;359;366
17384;54;17;175;1712;Saint-Pierre-de-l'Isle;266;258
17385;54;17;172;1731;Saint-Pierre-d'Oléron;6637;6377
17386;54;17;171;1718;Saint-Pierre-du-Palais;372;336
17387;54;17;174;1732;Saint-Porchaire;1766;1602
17388;54;17;174;1709;Saint-Quantin-de-Rançanne;290;262
17389;54;17;174;1732;Sainte-Radegonde;563;465
17390;54;17;171;1716;Sainte-Ramée;136;129
17391;54;17;173;1710;Saint-Rogatien;2037;1841
17392;54;17;174;1708;Saint-Romain-sur-Gironde;61;50
17393;54;17;174;1736;Saint-Romain-de-Benet;1678;1622
17394;54;17;172;1737;Saint-Saturnin-du-Bois;859;857
17395;54;17;174;1705;Saint-Sauvant;497;517
17396;54;17;173;1707;Saint-Sauveur-d'Aunis;1654;1453
17397;54;17;175;1733;Saint-Savinien;2452;2394
17398;54;17;174;1720;Saint-Seurin-de-Palenne;164;153
17400;54;17;174;1720;Saint-Sever-de-Saintonge;616;612
17401;54;17;175;1712;Saint-Séverin-sur-Boutonne;108;124
17402;54;17;171;1727;Saint-Sigismond-de-Clermont;168;163
17403;54;17;171;1711;Saint-Simon-de-Bordes;725;669
17404;54;17;174;1709;Saint-Simon-de-Pellouaille;608;509
17405;54;17;171;1716;Saint-Sorlin-de-Conac;204;212
17406;54;17;172;1714;Saint-Sornin;334;301
17407;54;17;173;1710;Sainte-Soulle;3906;3471
17408;54;17;174;1732;Saint-Sulpice-d'Arnoult;767;637
17409;54;17;172;1743;Saint-Sulpice-de-Royan;3032;2728
17410;54;17;171;1716;Saint-Thomas-de-Conac;556;552
17411;54;17;172;1706;Saint-Trojan-les-Bains;1382;1477
17412;54;17;174;1734;Saint-Vaize;571;567
17413;54;17;173;1710;Saint-Vivien;1173;952
17414;54;17;173;1744;Saint-Xandre;4330;4567
17415;54;17;174;1799;Saintes;25601;26470
17416;54;17;175;1704;Saleignes;62;66
17417;54;17;171;1716;Salignac-de-Mirambeau;163;152
17418;54;17;174;1720;Salignac-sur-Charente;623;631
17420;54;17;173;1710;Salles-sur-Mer;2052;1968
17421;54;17;174;1736;Saujon;7111;6528
17422;54;17;175;1704;Seigné;93;101
17423;54;17;171;1716;Semillac;68;66
17424;54;17;171;1716;Semoussac;300;270
17425;54;17;174;1708;Semussac;2198;1923
17426;54;17;174;1705;Le Seure;249;242
17427;54;17;175;1715;Siecq;217;208
17428;54;17;175;1715;Sonnac;542;528
17429;54;17;172;1726;Soubise;2978;3032
17430;54;17;171;1716;Soubran;392;382
17431;54;17;174;1732;Soulignonne;731;704
17432;54;17;171;1717;Souméras;357;333
17433;54;17;171;1717;Sousmoulins;214;212
17434;54;17;172;1737;Surgères;6647;6317
17435;54;17;175;1733;Taillant;182;157
17436;54;17;175;1733;Taillebourg;744;732
17437;54;17;174;1708;Talmont-sur-Gironde;103;79
17438;54;17;174;1709;Tanzac;311;281
17439;54;17;173;1707;Taugon;814;744
17440;54;17;175;1729;Ternant;372;315
17441;54;17;174;1709;Tesson;995;1010
17442;54;17;174;1709;Thaims;378;334
17443;54;17;172;1701;Thairé;1580;1440
17444;54;17;174;1735;Thénac;1638;1609
17445;54;17;174;1736;Thézac;323;324
17446;54;17;175;1715;Thors;447;411
17447;54;17;172;1701;Le Thou;1873;1439
17448;54;17;175;1738;Tonnay-Boutonne;1161;1159
17449;54;17;172;1739;Tonnay-Charente;7914;7792
17450;54;17;175;1738;Torxé;231;238
17451;54;17;175;1715;Les Touches-de-Périgny;566;540
17452;54;17;172;1740;La Tremblade;4782;4521
17453;54;17;174;1732;Trizay;1416;1289
17454;54;17;171;1717;Tugéras-Saint-Maurice;362;356
17455;54;17;174;1732;La Vallée;680;677
17457;54;17;172;1737;Vandré;823;760
17458;54;17;171;1717;Vanzac;171;173
17459;54;17;175;1729;Varaize;557;582
17460;54;17;174;1735;Varzay;804;752
17461;54;17;172;1743;Vaux-sur-Mer;3856;3793
17462;54;17;174;1734;Vénérand;764;688
17463;54;17;172;1721;Vergeroux;1073;988
17464;54;17;175;1712;Vergné;143;146
17465;54;17;175;1729;La Vergne;594;674
17466;54;17;173;1710;Vérines;2161;1784
17467;54;17;175;1729;Vervant;236;206
17468;54;17;171;1711;Vibrac;162;157
17469;54;17;174;1709;Villars-en-Pons;553;563
17470;54;17;174;1705;Villars-les-Bois;264;248
17471;54;17;175;1704;La Villedieu;207;228
17472;54;17;173;1713;Villedoux;2125;1137
17473;54;17;175;1704;Villemorin;92;111
17474;54;17;175;1712;Villeneuve-la-Comtesse;762;697
17476;54;17;171;1711;Villexavier;257;308
17477;54;17;175;1704;Villiers-Couture;128;152
17478;54;17;175;1704;Vinax;66;65
17479;54;17;174;1709;Virollet;248;261
17480;54;17;172;1701;Virson;746;676
17481;54;17;175;1729;Voissay;175;155
17482;54;17;172;1737;Vouhé;659;593
17483;54;17;172;1721;Yves;1464;1412
17484;54;17;172;1726;Port-des-Barques;1857;1851
17485;54;17;172;1706;Le Grand-Village-Plage;1044;993
17486;54;17;172;1731;La Brée-les-Bains;718;753
18001;24;18;181;1815;Achères;376;350
18002;24;18;182;1827;Ainay-le-Vieil;203;212
18003;24;18;181;1801;Les Aix-d'Angillon;1901;1923
18004;24;18;181;1823;Allogny;1025;997
18005;24;18;183;1820;Allouis;985;927
18006;24;18;181;1817;Annoix;235;228
18007;24;18;182;1814;Apremont-sur-Allier;71;76
18008;24;18;181;1817;Arçay;520;495
18009;24;18;182;1827;Arcomps;305;294
18010;24;18;182;1811;Ardenais;212;201
18011;24;18;183;1802;Argent-sur-Sauldre;2130;2224
18012;24;18;181;1824;Argenvières;477;458
18013;24;18;182;1807;Arpheuilles;321;341
18014;24;18;181;1828;Assigny;161;154
18015;24;18;183;1803;Aubigny-sur-Nère;5582;5851
18016;24;18;181;1801;Aubinges;334;366
18017;24;18;182;1826;Augy-sur-Aubois;296;302
18018;24;18;181;1804;Avord;2716;2628
18019;24;18;181;1801;Azy;487;473
18020;24;18;181;1825;Bannay;855;771
18021;24;18;182;1807;Bannegon;251;270
18022;24;18;181;1828;Barlieu;382;406
18023;24;18;181;1804;Baugy;1481;1321
18024;24;18;182;1809;Beddes;86;96
18025;24;18;181;1824;Beffes;673;698
18026;24;18;181;1816;Belleville-sur-Loire;1037;1034
18027;24;18;181;1804;Bengy-sur-Craon;680;668
18028;24;18;183;1820;Berry-Bouy;1187;1134
18029;24;18;182;1807;Bessais-le-Fromental;333;313
18030;24;18;183;1802;Blancafort;1116;1131
18031;24;18;182;1821;Blet;627;647
18032;24;18;181;1816;Boulleret;1360;1379
18033;24;18;181;1898;Bourges;67189;68980
18034;24;18;182;1822;Bouzais;326;271
18035;24;18;181;1801;Brécy;902;794
18036;24;18;183;1819;Brinay;531;503
18037;24;18;183;1802;Brinon-sur-Sauldre;1008;1044
18038;24;18;182;1822;Bruère-Allichamps;610;609
18039;24;18;181;1825;Bué;335;348
18040;24;18;182;1812;Bussy;368;367
18041;24;18;182;1827;La Celette;178;196
18042;24;18;182;1822;La Celle;348;361
18043;24;18;182;1818;La Celle-Condé;213;203
18044;24;18;183;1819;Cerbois;444;435
18045;24;18;182;1812;Chalivoy-Milon;462;424
18046;24;18;182;1810;Chambon;163;148
18047;24;18;183;1806;La Chapelle-d'Angillon;662;665
18048;24;18;182;1814;La Chapelle-Hugon;399;384
18049;24;18;181;1824;La Chapelle-Montlinard;493;493
18050;24;18;181;1835;La Chapelle-Saint-Ursin;3331;3209
18051;24;18;181;1815;La Chapelotte;168;183
18052;24;18;182;1807;Charenton-du-Cher;1095;1119
18053;24;18;181;1824;Charentonnay;303;326
18054;24;18;182;1821;Charly;252;226
18055;24;18;181;1808;Chârost;1022;995
18056;24;18;181;1804;Chassy;252;257
18057;24;18;182;1809;Châteaumeillant;2005;2082
18058;24;18;182;1810;Châteauneuf-sur-Cher;1474;1537
18059;24;18;182;1811;Le Châtelet;1068;1140
18060;24;18;182;1826;Chaumont;50;48
18061;24;18;181;1824;Chaumoux-Marcilly;100;102
18062;24;18;182;1814;Le Chautay;287;268
18063;24;18;182;1810;Chavannes;184;162
18064;24;18;183;1819;Chéry;213;219
18065;24;18;182;1818;Chezal-Benoît;930;866
18066;24;18;181;1808;Civray;1008;994
18067;24;18;183;1802;Clémont;717;683
18068;24;18;182;1812;Cogny;39;38
18069;24;18;182;1822;Colombiers;404;397
18070;24;18;181;1828;Concressault;215;227
18071;24;18;182;1812;Contres;35;31
18072;24;18;182;1821;Cornusse;271;279
18073;24;18;182;1810;Corquoy;227;238
18074;24;18;181;1825;Couargues;198;210
18075;24;18;182;1814;Cours-les-Barres;1071;1099
18076;24;18;182;1807;Coust;457;465
18077;24;18;181;1824;Couy;365;374
18078;24;18;182;1810;Crézançay-sur-Cher;61;65
18079;24;18;181;1825;Crézancy-en-Sancerre;476;497
18080;24;18;182;1821;Croisy;155;142
18081;24;18;181;1804;Crosses;365;317
18082;24;18;182;1814;Cuffy;1104;1115
18083;24;18;182;1809;Culan;770;796
18084;24;18;181;1828;Dampierre-en-Crot;208;219
18085;24;18;183;1813;Dampierre-en-Graçay;259;230
18086;24;18;182;1822;Drevant;565;589
18087;24;18;182;1812;Dun-sur-Auron;4121;3942
18088;24;18;183;1806;Ennordres;217;220
18089;24;18;182;1827;Épineuil-le-Fleuriel;458;456
18090;24;18;181;1824;Étréchy;444;425
18091;24;18;182;1822;Farges-Allichamps;228;214
18092;24;18;181;1804;Farges-en-Septaine;1049;959
18093;24;18;182;1827;Faverdines;153;137
18094;24;18;181;1825;Feux;339;345
18095;24;18;182;1821;Flavigny;203;198
18096;24;18;183;1820;Foëcy;2071;2071
18097;24;18;181;1823;Fussy;1994;1878
18098;24;18;181;1825;Gardefort;146;128
18099;24;18;181;1824;Garigny;253;219
18100;24;18;183;1813;Genouilly;695;719
18101;24;18;182;1814;Germigny-l'Exempt;317;322
18102;24;18;182;1826;Givardon;303;320
18103;24;18;183;1813;Graçay;1459;1557
18104;24;18;181;1824;Groises;143;141
18105;24;18;181;1804;Gron;493;455
18106;24;18;182;1826;Grossouvre;288;296
18107;24;18;182;1822;La Groutte;130;122
18108;24;18;182;1814;La Guerche-sur-l'Aubois;3322;3403
18109;24;18;181;1815;Henrichemont;1806;1800
18110;24;18;181;1824;Herry;1034;1075
18111;24;18;181;1815;Humbligny;188;180
18112;24;18;182;1811;Ids-Saint-Roch;320;310
18113;24;18;182;1821;Ignol;180;155
18114;24;18;182;1818;Ineuil;240;242
18115;24;18;183;1806;Ivoy-le-Pré;840;873
18116;24;18;181;1825;Jalognes;291;296
18117;24;18;181;1828;Jars;525;486
18118;24;18;182;1814;Jouet-sur-l'Aubois;1416;1506
18119;24;18;181;1804;Jussy-Champagne;205;225
18120;24;18;181;1824;Jussy-le-Chaudrier;632;617
18121;24;18;182;1812;Lantan;104;106
18122;24;18;181;1817;Lapan;195;152
18123;24;18;181;1804;Laverdines;52;52
18124;24;18;183;1819;Lazenay;350;355
18125;24;18;181;1816;Léré;1139;1217
18126;24;18;181;1817;Levet;1383;1335
18127;24;18;182;1818;Lignières;1411;1518
18128;24;18;183;1819;Limeux;156;149
18129;24;18;181;1817;Lissay-Lochy;233;201
18130;24;18;182;1827;Loye-sur-Arnon;307;309
18131;24;18;182;1821;Lugny-Bourbonnais;37;33
18132;24;18;181;1824;Lugny-Champagne;149;181
18133;24;18;181;1808;Lunery;1459;1469
18134;24;18;183;1819;Lury-sur-Arnon;701;681
18135;24;18;182;1811;Maisonnais;235;213
18136;24;18;182;1822;Marçais;311;307
18137;24;18;181;1808;Mareuil-sur-Arnon;547;579
18138;24;18;181;1835;Marmagne;2005;2003
18139;24;18;181;1824;Marseilles-lès-Aubigny;671;687
18140;24;18;183;1830;Massay;1420;1418
18141;24;18;183;1820;Mehun-sur-Yèvre;6804;6825
18142;24;18;182;1822;Meillant;660;781
18143;24;18;182;1821;Menetou-Couture;352;342
18144;24;18;181;1825;Menetou-Râtel;487;488
18145;24;18;181;1823;Menetou-Salon;1653;1667
18146;24;18;181;1825;Ménétréol-sous-Sancerre;346;378
18147;24;18;183;1803;Ménétréol-sur-Sauldre;228;252
18148;24;18;183;1819;Méreau;2537;2278
18149;24;18;183;1806;Méry-ès-Bois;586;614
18150;24;18;183;1830;Méry-sur-Cher;680;686
18151;24;18;181;1815;Montigny;385;354
18152;24;18;182;1818;Montlouis;108;116
18153;24;18;182;1811;Morlac;322;342
18154;24;18;182;1821;Mornay-Berry;196;206
18155;24;18;182;1826;Mornay-sur-Allier;419;456
18156;24;18;181;1801;Morogues;409;465
18157;24;18;181;1808;Morthomiers;750;676
18158;24;18;181;1804;Moulins-sur-Yèvre;801;601
18159;24;18;183;1830;Nançay;888;870
18160;24;18;182;1821;Nérondes;1596;1486
18161;24;18;182;1826;Neuilly-en-Dun;252;304
18162;24;18;181;1815;Neuilly-en-Sancerre;235;234
18163;24;18;181;1815;Neuvy-Deux-Clochers;300;306
18164;24;18;182;1826;Neuvy-le-Barrois;159;160
18165;24;18;183;1830;Neuvy-sur-Barangeon;1253;1250
18166;24;18;181;1804;Nohant-en-Goût;578;552
18167;24;18;183;1813;Nohant-en-Graçay;300;317
18168;24;18;181;1828;Le Noyer;229;275
18169;24;18;182;1822;Nozières;228;230
18170;24;18;183;1803;Oizon;706;722
18171;24;18;182;1822;Orcenais;250;285
18172;24;18;182;1822;Orval;1882;1933
18173;24;18;182;1812;Osmery;280;266
18174;24;18;181;1804;Osmoy;270;174
18175;24;18;182;1821;Ourouer-les-Bourdelins;648;652
18176;24;18;181;1801;Parassy;420;412
18177;24;18;182;1812;Parnay;52;58
18178;24;18;182;1827;La Perche;230;254
18179;24;18;181;1823;Pigny;843;740
18180;24;18;181;1817;Plaimpied-Givaudins;1861;1684
18181;24;18;181;1808;Plou;525;459
18182;24;18;181;1808;Poisieux;216;209
18183;24;18;182;1807;Le Pondy;140;122
18184;24;18;181;1824;Précy;338;336
18185;24;18;183;1806;Presly;235;253
18186;24;18;183;1819;Preuilly;446;472
18187;24;18;182;1809;Préveranges;568;582
18188;24;18;181;1808;Primelles;248;256
18189;24;18;181;1823;Quantilly;449;430
18190;24;18;183;1819;Quincy;941;833
18191;24;18;182;1812;Raymond;213;205
18192;24;18;182;1809;Reigny;257;264
18193;24;18;182;1811;Rezay;227;231
18194;24;18;181;1801;Rians;1010;1051
18195;24;18;182;1826;Sagonne;189;230
18196;24;18;182;1826;Saint-Aignan-des-Noyers;101;99
18197;24;18;182;1822;Saint-Amand-Montrond;10238;11376
18198;24;18;181;1808;Saint-Ambroix;398;395
18199;24;18;182;1818;Saint-Baudel;254;296
