DEPCOM;REG;DEP;DEPARR;DEPPCT;LIBMIN;PMUN13;PMUN08
18200;24;18;181;1825;Saint-Bouize;332;319
18201;24;18;181;1817;Saint-Caprais;770;616
18202;24;18;181;1801;Saint-Céols;17;18
18203;24;18;182;1809;Saint-Christophe-le-Chaudry;99;112
18204;24;18;182;1812;Saint-Denis-de-Palin;342;335
18205;24;18;181;1835;Saint-Doulchard;9295;9051
18206;24;18;181;1823;Saint-Éloy-de-Gy;1547;1530
18207;24;18;181;1808;Saint-Florent-sur-Cher;6629;6692
18208;24;18;181;1816;Sainte-Gemme-en-Sancerrois;421;393
18209;24;18;182;1827;Saint-Georges-de-Poisieux;435;395
18210;24;18;183;1813;Saint-Georges-sur-la-Prée;654;641
18211;24;18;181;1823;Saint-Georges-sur-Moulon;746;734
18212;24;18;182;1812;Saint-Germain-des-Bois;624;576
18213;24;18;181;1801;Saint-Germain-du-Puy;5039;4806
18214;24;18;183;1830;Saint-Hilaire-de-Court;642;713
18215;24;18;182;1821;Saint-Hilaire-de-Gondilly;177;193
18216;24;18;182;1818;Saint-Hilaire-en-Lignières;521;511
18217;24;18;182;1809;Saint-Jeanvrin;175;160
18218;24;18;181;1817;Saint-Just;610;591
18219;24;18;183;1830;Saint-Laurent;464;398
18220;24;18;181;1824;Saint-Léger-le-Petit;369;397
18221;24;18;182;1810;Saint-Loup-des-Chaumes;306;290
18222;24;18;181;1817;Sainte-Lunaise;19;23
18223;24;18;181;1823;Saint-Martin-d'Auxigny;2293;2104
18224;24;18;181;1824;Saint-Martin-des-Champs;308;345
18225;24;18;182;1809;Saint-Maur;256;274
18226;24;18;181;1801;Saint-Michel-de-Volangis;474;453
18227;24;18;183;1803;Sainte-Montaine;184;212
18228;24;18;183;1813;Saint-Outrille;208;216
18229;24;18;181;1823;Saint-Palais;631;626
18230;24;18;182;1811;Saint-Pierre-les-Bois;300;318
18231;24;18;182;1807;Saint-Pierre-les-Étieux;717;733
18232;24;18;182;1809;Saint-Priest-la-Marche;229;236
18233;24;18;181;1825;Saint-Satur;1517;1659
18234;24;18;182;1809;Saint-Saturnin;417;424
18235;24;18;181;1801;Sainte-Solange;1178;1195
18236;24;18;182;1810;Saint-Symphorien;130;125
18237;24;18;183;1820;Sainte-Thorette;467;483
18238;24;18;182;1827;Saint-Vitte;131;138
18239;24;18;181;1804;Saligny-le-Vif;190;160
18240;24;18;181;1824;Sancergues;687;701
18241;24;18;181;1825;Sancerre;1492;1697
18242;24;18;182;1826;Sancoins;3202;3250
18243;24;18;181;1816;Santranges;416;432
18244;24;18;181;1808;Saugy;83;64
18245;24;18;182;1827;Saulzais-le-Potier;501;536
18246;24;18;181;1816;Savigny-en-Sancerre;1032;1080
18247;24;18;181;1804;Savigny-en-Septaine;699;672
18248;24;18;181;1817;Senneçay;460;435
18249;24;18;181;1825;Sens-Beaujeu;413;426
18250;24;18;182;1810;Serruelles;65;53
18251;24;18;181;1824;Sévry;79;73
18252;24;18;182;1809;Sidiailles;308;304
18253;24;18;181;1801;Soulangis;470;439
18254;24;18;181;1817;Soye-en-Septaine;572;556
18255;24;18;181;1808;Le Subdray;992;860
18256;24;18;181;1828;Subligny;342;355
18257;24;18;181;1816;Sury-près-Léré;591;556
18258;24;18;181;1825;Sury-en-Vaux;711;728
18259;24;18;181;1828;Sury-ès-Bois;256;290
18260;24;18;182;1821;Tendron;117;121
18261;24;18;182;1807;Thaumiers;414;416
18262;24;18;181;1825;Thauvenay;344;347
18263;24;18;183;1830;Thénioux;681;614
18264;24;18;181;1828;Thou;75;78
18265;24;18;182;1814;Torteron;816;809
18266;24;18;182;1818;Touchay;268;287
18267;24;18;181;1817;Trouy;3894;3836
18268;24;18;182;1810;Uzay-le-Venon;405;403
18269;24;18;181;1828;Vailly-sur-Sauldre;748;818
18270;24;18;182;1810;Vallenay;722;697
18271;24;18;181;1823;Vasselay;1278;1156
18272;24;18;181;1825;Veaugues;687;653
18273;24;18;182;1810;Venesmes;856;882
18274;24;18;181;1825;Verdigny;311;281
18275;24;18;182;1826;Vereaux;157;173
18276;24;18;182;1807;Vernais;213;213
18277;24;18;182;1812;Verneuil;37;44
18278;24;18;182;1827;Vesdun;600;633
18279;24;18;183;1899;Vierzon;27113;27495
18280;24;18;181;1823;Vignoux-sous-les-Aix;709;713
18281;24;18;183;1830;Vignoux-sur-Barangeon;2143;2062
18282;24;18;181;1804;Villabon;561;554
18283;24;18;182;1818;Villecelin;103;109
18284;24;18;181;1828;Villegenon;226;229
18285;24;18;181;1808;Villeneuve-sur-Cher;461;422
18286;24;18;181;1804;Villequiers;503;520
18287;24;18;181;1825;Vinon;302;265
18288;24;18;181;1817;Vorly;247;245
18289;24;18;181;1804;Vornay;594;529
18290;24;18;183;1830;Vouzeron;547;561
19001;74;19;192;1924;Affieux;371;369
19002;74;19;193;1911;Aix;386;387
19003;74;19;191;1904;Albignac;242;253
19004;74;19;192;1901;Albussac;700;693
19005;74;19;191;1909;Allassac;3869;3715
19006;74;19;193;1917;Alleyrat;98;103
19007;74;19;192;1916;Altillac;866;843
19008;74;19;193;1917;Ambrugeat;199;207
19009;74;19;192;1936;Les Angles-sur-Corrèze;106;101
19010;74;19;192;1901;Argentat;2991;3079
19011;74;19;191;1915;Arnac-Pompadour;1156;1245
19012;74;19;191;1903;Astaillac;223;220
19013;74;19;191;1904;Aubazines;908;829
19014;74;19;192;1921;Auriac;232;219
19015;74;19;191;1902;Ayen;726;701
19016;74;19;192;1908;Bar;313;323
19017;74;19;192;1916;Bassignac-le-Bas;90;93
19018;74;19;192;1921;Bassignac-le-Haut;196;191
19019;74;19;191;1903;Beaulieu-sur-Dordogne;1185;1296
19020;74;19;192;1922;Beaumont;113;117
19021;74;19;193;1923;Bellechassagne;78;73
19022;74;19;191;1915;Benayes;248;270
19023;74;19;191;1904;Beynat;1280;1233
19024;74;19;191;1915;Beyssac;650;730
19025;74;19;191;1915;Beyssenac;371;363
19026;74;19;191;1903;Bilhac;193;220
19027;74;19;193;1907;Bonnefond;110;124
19028;74;19;193;1905;Bort-les-Orgues;2859;3194
19029;74;19;191;1918;Branceilles;261;251
19030;74;19;191;1902;Brignac-la-Plaine;942;817
19031;74;19;191;1998;Brive-la-Gaillarde;46794;49675
19032;74;19;191;1903;Brivezac;174;188
19033;74;19;193;1907;Bugeat;851;907
19034;74;19;192;1916;Camps-Saint-Mathurin-Léobazel;242;248
19035;74;19;191;1912;Chabrignac;576;520
19036;74;19;192;1924;Chamberet;1343;1316
19037;74;19;192;1922;Chamboulive;1177;1259
19038;74;19;192;1935;Chameyrat;1584;1585
19039;74;19;192;1910;Champagnac-la-Noaille;234;222
19040;74;19;192;1920;Champagnac-la-Prune;165;168
19041;74;19;192;1936;Chanac-les-Mines;498;503
19042;74;19;192;1922;Chanteix;580;565
19043;74;19;191;1934;La Chapelle-aux-Brocs;420;380
19044;74;19;191;1903;La Chapelle-aux-Saints;248;206
19045;74;19;192;1916;La Chapelle-Saint-Géraud;233;221
19046;74;19;192;1910;Chapelle-Spinasse;116;119
19047;74;19;191;1914;Chartrier-Ferrière;350;339
19048;74;19;192;1936;Le Chastang;372;333
19049;74;19;191;1914;Chasteaux;679;553
19050;74;19;191;1918;Chauffour-sur-Vell;413;375
19051;74;19;192;1908;Chaumeil;162;161
19052;74;19;193;1923;Chavanac;53;59
19053;74;19;193;1937;Chaveroche;202;205
19054;74;19;191;1903;Chenailler-Mascheix;189;166
19055;74;19;193;1919;Chirac-Bellevue;278;261
19056;74;19;192;1920;Clergoux;396;373
19057;74;19;191;1918;Collonges-la-Rouge;485;460
19058;74;19;193;1917;Combressol;333;360
19059;74;19;191;1912;Concèze;414;411
19060;74;19;192;1928;Condat-sur-Ganaveix;639;656
19061;74;19;192;1936;Cornil;1399;1395
19062;74;19;192;1908;Corrèze;1116;1175
19063;74;19;191;1930;Cosnac;2965;2858
19064;74;19;193;1911;Couffy-sur-Sarsonne;76;74
19065;74;19;193;1911;Courteix;62;66
19066;74;19;191;1914;Cublac;1696;1670
19067;74;19;191;1918;Curemonte;216;213
19068;74;19;191;1934;Dampniat;729;657
19069;74;19;192;1921;Darazac;147;158
19070;74;19;193;1917;Darnets;357;344
19071;74;19;193;1917;Davignac;236;249
19072;74;19;191;1909;Donzenac;2602;2440
19073;74;19;192;1910;Égletons;4334;4396
19074;74;19;192;1924;L'Église-aux-Bois;60;36
19075;74;19;192;1920;Espagnac;349;337
19076;74;19;192;1928;Espartignac;417;381
19077;74;19;191;1933;Estivals;122;135
19078;74;19;191;1929;Estivaux;388;373
19079;74;19;192;1928;Eyburie;470;481
19080;74;19;193;1911;Eygurande;678;701
19081;74;19;192;1908;Eyrein;504;517
19082;74;19;192;1935;Favars;1021;952
19083;74;19;193;1911;Feyt;135;99
19084;74;19;192;1901;Forgès;318;315
19085;74;19;192;1936;Gimel-les-Cascades;750;704
19086;74;19;192;1916;Goulles;313;352
19087;74;19;193;1907;Gourdon-Murat;109;120
19088;74;19;193;1907;Grandsaigne;45;47
19089;74;19;192;1920;Gros-Chastang;173;171
19090;74;19;192;1920;Gumond;97;113
19091;74;19;192;1921;Hautefage;311;308
19092;74;19;192;1910;Le Jardin;85;77
19093;74;19;191;1933;Jugeals-Nazareth;915;819
19094;74;19;191;1912;Juillac;1140;1182
19095;74;19;192;1924;Lacelle;127;138
19096;74;19;192;1936;Ladignac-sur-Rondelles;424;442
19097;74;19;192;1913;Lafage-sur-Sombre;118;119
19098;74;19;192;1936;Lagarde-Enval;797;746
19099;74;19;191;1918;Lagleygeolle;215;233
19100;74;19;192;1922;Lagraulière;1160;1070
19101;74;19;192;1936;Laguenne;1341;1471
19102;74;19;193;1919;Lamazière-Basse;299;278
19103;74;19;193;1911;Lamazière-Haute;65;72
19104;74;19;192;1928;Lamongerie;125;105
19105;74;19;191;1904;Lanteuil;542;510
19106;74;19;192;1913;Lapleau;397;393
19107;74;19;191;1914;Larche;1606;1664
19108;74;19;193;1911;Laroche-près-Feyt;73;79
19109;74;19;191;1912;Lascaux;203;172
19110;74;19;192;1913;Latronche;157;132
19111;74;19;192;1913;Laval-sur-Luzège;104;90
19112;74;19;193;1907;Lestards;103;110
19113;74;19;193;1919;Liginiac;596;629
19114;74;19;193;1937;Lignareix;160;159
19115;74;19;191;1918;Ligneyrac;321;300
19116;74;19;191;1903;Liourdres;248;208
19117;74;19;191;1914;Lissac-sur-Couze;754;702
19118;74;19;192;1924;Le Lonzac;784;796
19119;74;19;191;1918;Lostanges;128;129
19120;74;19;191;1902;Louignac;223;228
19121;74;19;191;1915;Lubersac;2235;2279
19122;74;19;192;1924;Madranges;201;187
19123;74;19;191;1934;Malemort-sur-Corrèze;7522;7315
19124;74;19;191;1914;Mansac;1368;1374
19125;74;19;192;1920;Marcillac-la-Croisille;855;834
19126;74;19;191;1918;Marcillac-la-Croze;180;190
19127;74;19;192;1936;Marc-la-Tour;164;163
19128;74;19;193;1905;Margerides;284;253
19129;74;19;192;1928;Masseret;678;673
19130;74;19;193;1917;Maussac;423;392
19131;74;19;192;1928;Meilhards;511;525
19132;74;19;192;1901;Ménoire;102;87
19133;74;19;192;1916;Mercoeur;256;245
19134;74;19;193;1911;Merlines;777;812
19135;74;19;193;1927;Mestes;363;315
19136;74;19;193;1917;Meymac;2434;2625
19137;74;19;192;1908;Meyrignac-l'Église;59;51
19138;74;19;191;1918;Meyssac;1280;1236
19139;74;19;193;1923;Millevaches;84;91
19140;74;19;192;1901;Monceaux-sur-Dordogne;653;679
19141;74;19;193;1911;Monestier-Merlines;319;310
19142;74;19;193;1905;Monestier-Port-Dieu;127;125
19143;74;19;192;1910;Montaignac-Saint-Hippolyte;541;547
19144;74;19;191;1915;Montgibaud;235;231
19145;74;19;192;1910;Moustier-Ventadour;489;471
19146;74;19;192;1935;Naves;2356;2274
19147;74;19;191;1933;Nespouls;660;610
19148;74;19;193;1919;Neuvic;1760;1872
19149;74;19;192;1901;Neuville;202;194
19150;74;19;191;1918;Noailhac;376;339
19151;74;19;191;1933;Noailles;886;810
19152;74;19;191;1903;Nonards;474;422
19153;74;19;191;1902;Objat;3534;3615
19154;74;19;191;1929;Orgnac-sur-Vézère;306;303
19155;74;19;192;1908;Orliac-de-Bar;278;264
19156;74;19;191;1904;Palazinges;128;112
19157;74;19;193;1919;Palisse;234;231
19158;74;19;192;1936;Pandrignes;167;172
19159;74;19;193;1917;Péret-Bel-Air;99;103
19160;74;19;193;1907;Pérols-sur-Vézère;179;185
19161;74;19;191;1902;Perpezac-le-Blanc;478;455
19162;74;19;191;1929;Perpezac-le-Noir;1071;1038
19163;74;19;191;1904;Le Pescher;274;277
19164;74;19;193;1923;Peyrelevade;803;825
19165;74;19;192;1924;Peyrissac;135;135
19166;74;19;192;1922;Pierrefitte;87;79
19167;74;19;193;1905;Confolent-Port-Dieu;34;29
19168;74;19;193;1907;Pradines;105;104
19169;74;19;191;1903;Puy-d'Arnac;277;267
19170;74;19;191;1903;Queyssac-les-Vignes;220;192
19171;74;19;192;1916;Reygade;195;188
19172;74;19;192;1924;Rilhac-Treignac;114;116
19173;74;19;192;1921;Rilhac-Xaintrie;317;316
19174;74;19;192;1920;La Roche-Canillac;152;174
19175;74;19;193;1919;Roche-le-Peyroux;95;86
19176;74;19;192;1910;Rosiers-d'Égletons;1053;1089
19177;74;19;191;1912;Rosiers-de-Juillac;190;183
19178;74;19;191;1909;Sadroc;857;771
19179;74;19;191;1918;Saillac;207;178
19180;74;19;193;1937;Saint-Angel;691;679
19181;74;19;192;1908;Saint-Augustin;440;443
19182;74;19;191;1902;Saint-Aulaire;835;851
19183;74;19;192;1920;Saint-Bazile-de-la-Roche;125;158
19184;74;19;191;1918;Saint-Bazile-de-Meyssac;139;157
19185;74;19;192;1936;Saint-Bonnet-Avalouze;214;206
19186;74;19;192;1901;Saint-Bonnet-Elvert;207;190
19187;74;19;191;1912;Saint-Bonnet-la-Rivière;377;348
19188;74;19;191;1929;Saint-Bonnet-l'Enfantier;370;326
19189;74;19;192;1916;Saint-Bonnet-les-Tours-de-Merle;49;43
19190;74;19;193;1905;Saint-Bonnet-près-Bort;199;182
19191;74;19;191;1914;Saint-Cernin-de-Larche;658;576
19192;74;19;192;1901;Saint-Chamant;490;511
19193;74;19;192;1921;Saint-Cirgues-la-Loutre;175;196
19194;74;19;192;1922;Saint-Clément;1333;1226
19195;74;19;191;1902;Saint-Cyprien;383;331
19196;74;19;191;1912;Saint-Cyr-la-Roche;487;435
19198;74;19;191;1915;Saint-Éloy-les-Tuileries;114;121
19199;74;19;193;1927;Saint-Étienne-aux-Clos;223;234
19200;74;19;193;1919;Saint-Étienne-la-Geneste;94;80
19201;74;19;193;1927;Saint-Exupéry-les-Roches;575;537
19202;74;19;191;1909;Sainte-Féréole;1828;1749
19203;74;19;192;1936;Sainte-Fortunade;1796;1761
19204;74;19;193;1927;Saint-Fréjoux;295;275
19205;74;19;192;1921;Saint-Geniez-ô-Merle;98;107
19206;74;19;193;1923;Saint-Germain-Lavolps;88;92
19207;74;19;192;1935;Saint-Germain-les-Vergnes;1043;952
19208;74;19;192;1913;Saint-Hilaire-Foissac;207;212
19209;74;19;192;1924;Saint-Hilaire-les-Courbes;152;160
19210;74;19;193;1919;Saint-Hilaire-Luc;75;76
19211;74;19;192;1935;Saint-Hilaire-Peyroux;956;899
19212;74;19;192;1901;Saint-Hilaire-Taurieux;90;97
19213;74;19;192;1922;Saint-Jal;667;647
19214;74;19;192;1921;Saint-Julien-aux-Bois;486;481
19215;74;19;192;1916;Saint-Julien-le-Pèlerin;130;139
19216;74;19;191;1915;Saint-Julien-le-Vendômois;262;269
19217;74;19;191;1918;Saint-Julien-Maumont;181;159
19218;74;19;193;1905;Saint-Julien-près-Bort;421;422
19219;74;19;193;1919;Sainte-Marie-Lapanouze;63;59
19220;74;19;192;1936;Saint-Martial-de-Gimel;469;488
19221;74;19;192;1901;Saint-Martial-Entraygues;72;87
19222;74;19;192;1920;Saint-Martin-la-Méanne;348;363
19223;74;19;191;1915;Saint-Martin-Sepert;300;259
19225;74;19;192;1913;Saint-Merd-de-Lapleau;196;128
19226;74;19;193;1907;Saint-Merd-les-Oussines;130;118
19227;74;19;192;1935;Saint-Mexant;1234;1111
19228;74;19;192;1913;Saint-Pantaléon-de-Lapleau;72;68
19229;74;19;191;1914;Saint-Pantaléon-de-Larche;4763;4599
19230;74;19;191;1915;Saint-Pardoux-Corbier;384;354
19231;74;19;192;1920;Saint-Pardoux-la-Croisille;175;170
19232;74;19;193;1911;Saint-Pardoux-le-Neuf;80;64
19233;74;19;193;1937;Saint-Pardoux-le-Vieux;288;284
19234;74;19;191;1909;Saint-Pardoux-l'Ortigier;478;468
19235;74;19;192;1920;Saint-Paul;214;226
19236;74;19;192;1936;Saint-Priest-de-Gimel;480;467
19237;74;19;192;1921;Saint-Privat;1092;1116
19238;74;19;193;1923;Saint-Rémy;219;238
19239;74;19;191;1902;Saint-Robert;332;343
19240;74;19;192;1922;Saint-Salvadour;320;292
19241;74;19;193;1923;Saint-Setiers;280;234
19242;74;19;191;1912;Saint-Solve;438;395
19243;74;19;191;1915;Saint-Sornin-Lavolps;878;924
19244;74;19;193;1917;Saint-Sulpice-les-Bois;78;70
19245;74;19;192;1901;Saint-Sylvain;142;145
19246;74;19;191;1909;Saint-Viance;1755;1620
19247;74;19;193;1905;Saint-Victour;186;179
19248;74;19;192;1928;Saint-Ybard;662;656
19249;74;19;192;1910;Saint-Yrieix-le-Déjalat;369;405
19250;74;19;192;1928;Salon-la-Tour;659;703
19251;74;19;192;1908;Sarran;265;263
19252;74;19;193;1905;Sarroux;424;443
19253;74;19;191;1902;Segonzac;226;237
19254;74;19;191;1915;Ségur-le-Château;226;231
19255;74;19;192;1922;Seilhac;1699;1736
19256;74;19;193;1919;Sérandon;368;349
19257;74;19;191;1904;Sérilhac;276;284
19258;74;19;192;1921;Servières-le-Château;666;673
19259;74;19;192;1916;Sexcles;231;224
19260;74;19;191;1903;Sioniac;248;244
19261;74;19;193;1923;Sornac;848;810
19262;74;19;192;1924;Soudaine-Lavinadière;168;197
19263;74;19;193;1917;Soudeilles;311;288
19264;74;19;192;1913;Soursac;499;488
19265;74;19;193;1907;Tarnac;312;322
19266;74;19;193;1905;Thalamy;105;95
19268;74;19;193;1907;Toy-Viam;34;31
19269;74;19;192;1924;Treignac;1377;1390
19270;74;19;191;1929;Troche;553;526
19271;74;19;191;1903;Tudeils;250;249
19272;74;19;192;1999;Tulle;14323;15681
19273;74;19;191;1918;Turenne;807;794
19274;74;19;191;1934;Ussac;4006;3610
19275;74;19;193;1997;Ussel;9702;10362
19276;74;19;192;1928;Uzerche;2934;3187
19277;74;19;193;1927;Valiergues;142;143
19278;74;19;191;1934;Varetz;2316;2129
19279;74;19;191;1902;Vars-sur-Roseix;358;304
19280;74;19;191;1903;Végennes;167;167
19281;74;19;192;1924;Veix;68;71
19282;74;19;191;1934;Venarsal;514;459
19283;74;19;193;1905;Veyrières;71;56
19284;74;19;193;1907;Viam;111;116
19285;74;19;191;1929;Vigeois;1233;1154
19286;74;19;191;1912;Vignols;569;576
19287;74;19;192;1908;Vitrac-sur-Montane;255;252
19288;74;19;191;1912;Voutezac;1266;1219
19289;74;19;191;1902;Yssandon;734;615
21001;26;21;211;2124;Agencourt;437;392
21002;26;21;212;2135;Agey;295;272
21003;26;21;212;2143;Ahuy;1238;1289
21004;26;21;213;2101;Aignay-le-Duc;302;350
21005;26;21;212;2114;Aiserey;1358;1347
21006;26;21;213;2108;Aisey-sur-Seine;185;220
21007;26;21;213;2127;Aisy-sous-Thil;238;215
21008;26;21;213;2136;Alise-Sainte-Reine;600;624
21009;26;21;211;2102;Allerey;169;170
21010;26;21;211;2105;Aloxe-Corton;142;173
21011;26;21;213;2104;Ampilly-les-Bordes;80;71
21012;26;21;213;2108;Ampilly-le-Sec;368;366
21013;26;21;212;2135;Ancey;416;377
21014;26;21;211;2107;Antheuil;62;65
21015;26;21;211;2102;Antigny-la-Ville;117;114
21016;26;21;212;2120;Arceau;779;634
21017;26;21;211;2124;Arcenant;514;481
21018;26;21;212;2135;Arcey;50;44
21020;26;21;211;2126;Arconcey;217;201
21021;26;21;212;2110;Arc-sur-Tille;2528;2464
21022;26;21;211;2124;Argilly;462;444
21023;26;21;211;2102;Arnay-le-Duc;1509;1673
21024;26;21;213;2137;Arnay-sous-Vitteaux;109;117
21025;26;21;213;2121;Arrans;71;67
21026;26;21;213;2121;Asnières-en-Montagne;190;184
21027;26;21;212;2143;Asnières-lès-Dijon;1200;1240
21028;26;21;212;2103;Athée;778;764
21029;26;21;213;2121;Athie;83;90
21030;26;21;211;2107;Aubaine;103;89
21031;26;21;211;2129;Aubigny-en-Plaine;454;344
21032;26;21;211;2123;Aubigny-la-Ronce;166;167
21033;26;21;212;2135;Aubigny-lès-Sombernon;152;124
21034;26;21;213;2122;Autricourt;128;119
21035;26;21;211;2134;Auvillars-sur-Saône;328;292
21036;26;21;211;2107;Auxant;70;64
21037;26;21;211;2105;Auxey-Duresses;320;338
21038;26;21;212;2103;Auxonne;7819;7752
21039;26;21;212;2117;Avelanges;34;43
21040;26;21;213;2137;Avosnes;81;72
21041;26;21;212;2116;Avot;169;142
21042;26;21;211;2134;Bagnot;160;127
21043;26;21;213;2104;Baigneux-les-Juifs;248;245
21044;26;21;213;2118;Balot;74;90
21045;26;21;212;2135;Barbirey-sur-Ouche;243;274
21046;26;21;211;2119;Bard-le-Régulier;73;67
21047;26;21;213;2133;Bard-lès-Époisses;58;69
21048;26;21;212;2115;Barges;514;454
21049;26;21;212;2116;Barjon;36;42
21050;26;21;211;2123;Baubigny;211;252
21051;26;21;212;2135;Baulme-la-Roche;111;122
21052;26;21;213;2101;Beaulieu;32;29
21053;26;21;212;2120;Beaumont-sur-Vingeanne;198;172
21054;26;21;211;2198;Beaune;21838;22218
21055;26;21;213;2101;Beaunotte;21;21
21056;26;21;212;2120;Beire-le-Châtel;807;794
21057;26;21;212;2114;Beire-le-Fort;326;289
21058;26;21;213;2122;Belan-sur-Ource;277;263
21059;26;21;212;2143;Bellefond;791;800
21060;26;21;212;2120;Belleneuve;1644;1419
21061;26;21;213;2101;Bellenod-sur-Seine;77;78
21062;26;21;211;2126;Bellenot-sous-Pouilly;246;212
21063;26;21;213;2128;Beneuvre;104;94
21064;26;21;213;2121;Benoisey;84;72
21065;26;21;211;2107;Bessey-en-Chaume;130;104
21066;26;21;211;2107;Bessey-la-Cour;67;74
21067;26;21;212;2114;Bessey-lès-Cîteaux;688;653
21068;26;21;211;2126;Beurey-Bauguay;140;136
21069;26;21;213;2137;Beurizot;121;114
21070;26;21;212;2115;Bévy;119;96
21071;26;21;212;2120;Bèze;733;721
21072;26;21;212;2120;Bézouotte;209;199
21073;26;21;213;2127;Bierre-lès-Semur;87;84
21074;26;21;212;2103;Billey;237;212
21075;26;21;213;2104;Billy-lès-Chanceaux;65;79
21076;26;21;212;2125;Binges;684;621
21077;26;21;213;2122;Bissey-la-Côte;116;94
21078;26;21;213;2118;Bissey-la-Pierre;71;81
21079;26;21;212;2120;Blagny-sur-Vingeanne;153;126
21080;26;21;212;2135;Blaisy-Bas;714;696
21081;26;21;212;2135;Blaisy-Haut;125;119
21082;26;21;211;2126;Blancey;70;71
21083;26;21;211;2119;Blanot;127;130
21084;26;21;213;2136;Source-Seine;59;50
21085;26;21;212;2130;Bligny-le-Sec;162;166
21086;26;21;211;2106;Bligny-lès-Beaune;1243;1186
21087;26;21;211;2107;Bligny-sur-Ouche;847;847
21088;26;21;211;2124;Boncourt-le-Bois;291;270
21089;26;21;211;2134;Bonnencontre;436;398
21090;26;21;213;2122;Boudreville;71;62
21091;26;21;211;2126;Bouhey;39;40
21092;26;21;211;2105;Bouilland;193;192
21093;26;21;213;2118;Bouix;156;162
21094;26;21;212;2113;Bourberain;366;316
21095;26;21;211;2134;Bousselange;55;54
21096;26;21;212;2132;Boussenois;117;112
21097;26;21;213;2137;Boussey;30;29
21098;26;21;213;2136;Boux-sous-Salmaise;133;146
21099;26;21;211;2105;Bouze-lès-Beaune;325;328
